side,cluster,cluster_name,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OID_,GEOID10_1,STATEFP1_1,COUNTYFP_1,TRACTCE1_1,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,MED_AGE_M,MED_AGE_F,POP_HH,POP_GQ_INS,POP_GQ_NON,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,GEOJOIN,TractOK,Geoid,Shape_Length,Shape_Area
North/Northwest,1,Waukegan area,1,17,97,866100,17097866100,8661,Census Tract 8661,G5020,S,1700347,9197,42.381426,-87.8531228,1778,17097866100,17,97,866100,3556,1290,846,62,58,0,1145,155,2203,1713,1843,350,806,226,435,580,410,447,302,29.1,27.7,30.8,3398,126,32,1024,3.32,85,109,260,153,70,166,774,3.78,1109,85,407,617,17097866100,866100,17097866100,24785.37839,18401092.44
North/Northwest,1,Waukegan area,2,17,97,862700,17097862700,8627,Census Tract 8627,G5020,S,936744,0,42.3468714,-87.8406532,1698,17097862700,17,97,862700,4323,1252,910,68,20,1,1882,190,3310,2204,2119,483,1095,286,582,681,489,473,234,26,26.2,25.8,4286,0,37,1025,4.18,67,58,333,158,68,127,844,4.37,1192,167,445,580,17097862700,862700,17097862700,13871.00526,10082873.98
North/Northwest,1,Waukegan area,3,17,97,862502,17097862502,8625.02,Census Tract 8625.02,G5020,S,1258322,0,42.3412168,-87.8504312,1694,17097862502,17,97,862502,2532,1116,565,26,17,1,735,72,1532,1359,1173,195,556,143,292,339,390,440,177,32.4,34.6,29.8,2100,208,224,507,4.14,32,38,185,93,24,50,426,4.42,557,50,385,122,17097862502,862502,17097862502,16433.20972,13544274.26
North/Northwest,1,Waukegan area,4,17,97,862501,17097862501,8625.01,Census Tract 8625.01,G5020,S,1182516,0,42.3536722,-87.8507336,1693,17097862501,17,97,862501,3992,1932,354,65,28,0,1482,131,3333,2088,1904,348,974,261,497,611,602,474,225,28.7,27.6,29.7,3992,0,0,1014,3.94,79,71,403,192,46,76,818,4.29,1099,85,705,309,17097862501,862501,17097862501,15192.9501,12728276.07
North/Northwest,1,Waukegan area,5,17,97,862402,17097862402,8624.02,Census Tract 8624.02,G5020,S,796895,0,42.357421,-87.8408361,1692,17097862402,17,97,862402,3341,1408,424,63,12,9,1270,155,2717,1763,1578,352,800,204,440,518,452,421,154,28,28.5,27.2,3335,6,0,866,3.85,102,60,273,121,39,116,647,4.29,967,101,369,497,17097862402,862402,17097862402,15532.01438,8577597.44
North/Northwest,1,Waukegan area,6,17,97,862100,17097862100,8621,Census Tract 8621,G5020,S,1398462,0,42.3770598,-87.8412341,1688,17097862100,17,97,862100,5159,2534,1077,52,49,5,1197,245,2905,2662,2497,495,1165,334,633,801,703,717,311,29.5,27.9,30.9,5154,0,5,1624,3.17,190,167,380,301,77,240,1177,3.69,1823,199,859,765,17097862100,862100,17097862100,19545.65132,15052731.29
North/Northwest,1,Waukegan area,7,17,97,862000,17097862000,8620,Census Tract 8620,G5020,S,1652739,0,42.3685332,-87.8534658,1687,17097862000,17,97,862000,5844,2621,877,66,114,0,1952,214,3992,2992,2852,485,1380,380,658,944,769,809,419,30.3,29.5,31.3,5844,0,0,1662,3.52,154,148,520,327,62,174,1288,3.95,1836,174,1113,549,17097862000,862000,17097862000,25512.98463,17789592.32
North/Northwest,1,Waukegan area,8,17,97,862401,17097862401,8624.01,Census Tract 8624.01,G5020,S,860341,0,42.3656709,-87.8405171,1691,17097862401,17,97,862401,3766,1787,548,70,37,1,1103,220,2583,1867,1899,357,790,221,552,599,455,481,311,29.6,29.3,29.9,3761,0,5,1252,3,201,221,268,188,55,135,755,3.9,1408,156,410,842,17097862401,862401,17097862401,17696.42246,9260536.465
North/Northwest,1,Waukegan area,9,17,97,862603,17097862603,8626.03,Census Tract 8626.03,G5020,S,2923479,0,42.3649121,-87.8703914,1695,17097862603,17,97,862603,6809,2976,1228,63,392,4,1874,272,3911,3448,3361,602,1334,381,887,1076,913,1042,574,31.8,31,32.8,6809,0,0,2268,3,285,251,528,488,107,234,1610,3.53,2425,157,1222,1046,17097862603,862603,17097862603,23691.26351,31467492.88
North/Northwest,1,Waukegan area,10,17,97,861804,17097861804,8618.04,Census Tract 8618.04,G5020,S,1296275,0,42.3847661,-87.8602936,1684,17097861804,17,97,861804,3680,1831,566,54,110,1,944,174,2392,1830,1850,395,904,202,456,553,456,466,248,27.9,26.6,29.1,3680,0,0,1102,3.34,94,102,325,208,65,150,868,3.74,1228,126,606,496,17097861804,861804,17097861804,15837.87295,13952761.99
North/Northwest,1,Waukegan area,11,17,97,862902,17097862902,8629.02,Census Tract 8629.02,G5020,S,904741,0,42.3304823,-87.849126,1701,17097862902,17,97,862902,2741,625,1487,25,18,0,518,68,1083,1354,1387,240,609,166,294,367,319,441,305,31.4,29.8,33.1,2737,0,4,880,3.11,118,147,144,112,31,140,576,3.88,1034,154,387,493,17097862902,862902,17097862902,12724.53098,9738421.71
North/Northwest,1,Waukegan area,12,17,97,862800,17097862800,8628,Census Tract 8628,G5020,S,3262919,32975,42.3332436,-87.8720272,1699,17097862800,17,97,862800,1922,408,1105,11,9,0,311,78,665,827,1095,229,516,133,239,257,205,247,96,25.1,21.7,26.7,1922,0,0,621,3.1,47,84,96,65,25,199,476,3.57,674,53,163,458,17097862800,862800,17097862800,27200.48777,35476052.51
North/Northwest,1,Waukegan area,13,17,97,862604,17097862604,8626.04,Census Tract 8626.04,G5020,S,2610056,34815,42.3548529,-87.8688667,1696,17097862604,17,97,862604,4938,2373,462,41,146,1,1710,205,3436,2510,2428,451,1155,260,576,785,686,655,370,30.3,30,30.6,4820,100,18,1364,3.53,113,133,473,248,63,123,1041,4.01,1437,73,953,411,17097862604,862604,17097862604,23182.99492,28468648.56
North/Northwest,1,Waukegan area,14,17,97,863100,17097863100,8631,Census Tract 8631,G5020,S,1751144,0,42.3212906,-87.8478052,1706,17097863100,17,97,863100,2476,488,1482,13,26,0,390,77,792,1224,1252,217,577,160,271,314,322,384,231,30.4,29.8,31,2476,0,0,779,3.18,109,85,132,131,17,123,539,3.79,950,171,427,352,17097863100,863100,17097863100,21658.86069,18848859.62
North/Northwest,1,Waukegan area,15,17,97,862901,17097862901,8629.01,Census Tract 8629.01,G5020,S,1994278,0,42.3350153,-87.8366677,1700,17097862901,17,97,862901,3766,1034,1025,30,10,0,1567,100,2492,1940,1826,418,997,234,472,608,438,400,199,26.1,26.2,26.1,3739,0,27,1004,3.72,128,87,286,127,62,128,740,4.28,1238,234,424,580,17097862901,862901,17097862901,20065.33596,21465920.2
North/Northwest,1,Waukegan area,16,17,97,862605,17097862605,8626.05,Census Tract 8626.05,G5020,S,2809932,20606,42.3433935,-87.8693068,1697,17097862605,17,97,862605,4367,1666,1640,47,135,0,741,138,1617,2059,2308,586,770,275,562,514,471,700,489,29.8,31.4,28.3,3943,418,6,1571,2.51,273,286,204,211,49,359,942,3.28,1746,175,508,1063,17097862605,862605,17097862605,27101.89221,30467129.86
North/Northwest,1,Waukegan area,17,17,97,861504,17097861504,8615.04,Census Tract 8615.04,G5020,S,7301436,35996,42.3421299,-87.8998035,1667,17097861504,17,97,861504,8154,3596,698,31,1439,9,2074,307,3646,4086,4068,760,1771,390,1199,1534,1172,980,348,29.7,29.4,30.1,8154,0,0,2790,2.92,360,310,878,524,101,251,1935,3.54,2938,148,1612,1178,17097861504,861504,17097861504,41143.66417,78977678.94
North/Northwest,1,Waukegan area,18,17,97,862300,17097862300,8623,Census Tract 8623,G5020,S,1465185,1741796,42.3428015,-87.8281571,1690,17097862300,17,97,862300,3033,729,1272,48,13,5,863,103,1473,1571,1462,324,726,196,395,416,389,390,197,27.3,28.3,26.5,2942,0,91,906,3.25,146,106,174,112,48,165,602,3.98,1121,215,269,637,17097862300,862300,17097862300,33104.28243,34519276.9
North/Northwest,1,Waukegan area,19,17,97,863201,17097863201,8632.01,Census Tract 8632.01,G5020,S,3666992,4891,42.3199786,-87.871827,1707,17097863201,17,97,863201,3443,848,1541,9,64,1,862,118,1528,1750,1693,274,775,180,380,464,457,559,354,32.2,30.9,33.3,3401,0,42,972,3.5,74,93,233,233,28,98,758,3.93,1061,89,705,267,17097863201,863201,17097863201,31343.81497,39523065.4
South/Southwest,2,SW suburbs,1,17,31,820604,17031820604,8206.04,Census Tract 8206.04,G5020,S,2949101,0,41.7498384,-87.8269499,1028,17031820604,17,31,820604,3839,3372,146,13,62,5,132,109,469,1937,1902,356,608,208,560,609,473,707,318,32.5,33,32,3839,0,0,1457,2.63,221,163,330,319,36,123,974,3.24,1537,80,681,776,17031820604,820604,17031820604,33679.09776,31743522.58
South/Southwest,2,SW suburbs,2,17,31,823001,17031823001,8230.01,Census Tract 8230.01,G5020,S,3642975,0,41.7069825,-87.7841995,1063,17031823001,17,31,823001,6450,5174,679,20,98,0,293,186,817,3059,3391,508,900,308,969,985,805,1042,933,34.8,33.1,36.7,6021,428,1,2600,2.32,362,591,448,476,52,207,1471,3.1,2777,177,1266,1334,17031823001,823001,17031823001,43002.35321,39212579.2
South/Southwest,2,SW suburbs,3,17,31,640600,17031640600,6406,Census Tract 6406,G5020,S,659756,0,41.7760362,-87.7714298,578,17031640600,17,31,640600,3912,3028,58,22,58,1,630,115,1600,1883,2029,268,628,158,513,606,540,713,486,35.9,35.6,36.5,3912,0,0,1595,2.45,273,290,263,303,52,125,932,3.24,1720,125,907,688,17031640600,640600,17031640600,13337.96547,7101540.845
South/Southwest,2,SW suburbs,4,17,31,821001,17031821001,8210.01,Census Tract 8210.01,G5020,S,1973797,0,41.742172,-87.7913613,1035,17031821001,17,31,821001,5233,4469,83,13,96,3,422,147,975,2611,2622,352,994,316,644,632,657,994,644,34.7,33.5,36.3,5233,0,0,1680,3.11,154,149,438,550,27,104,1312,3.57,1746,66,1208,472,17031821001,821001,17031821001,21297.50793,21245662.27
South/Southwest,2,SW suburbs,5,17,31,823702,17031823702,8237.02,Census Tract 8237.02,G5020,S,3898290,0,41.7109982,-87.8320932,1077,17031823702,17,31,823702,6650,5362,831,7,210,2,141,97,495,3227,3423,392,1029,318,908,883,836,1430,854,37.6,36.4,38.7,6620,0,30,2658,2.49,327,394,489,789,44,180,1747,3.08,2840,182,1667,991,17031823702,823702,17031823702,26429.34503,41960340.78
South/Southwest,2,SW suburbs,6,17,31,820901,17031820901,8209.01,Census Tract 8209.01,G5020,S,11556269,0,41.7628963,-87.7745375,1033,17031820901,17,31,820901,5686,4634,89,33,147,0,660,123,1514,2803,2883,376,969,358,692,719,754,1073,745,36.1,34.8,37.5,5686,0,0,1952,2.91,189,257,478,569,44,92,1421,3.46,2075,123,1366,586,17031820901,820901,17031820901,50610.57471,124390630
South/Southwest,2,SW suburbs,7,17,31,823703,17031823703,8237.03,Census Tract 8237.03,G5020,S,5206710,0,41.7187966,-87.8082367,1078,17031823703,17,31,823703,7940,6782,144,16,340,1,407,250,941,3982,3958,653,1383,438,1024,1044,1131,1375,892,34,33.6,34.4,7940,0,0,2984,2.66,475,458,679,670,67,151,1874,3.46,3108,124,1971,1013,17031823703,823703,17031823703,31889.05207,56044156.2
South/Southwest,2,SW suburbs,8,17,31,560700,17031560700,5607,Census Tract 5607,G5020,S,661239,0,41.7964626,-87.7575202,522,17031560700,17,31,560700,3484,2657,41,23,36,0,602,125,1753,1750,1734,243,654,180,447,479,459,610,412,34.4,32.8,35.8,3480,0,4,1190,2.92,156,145,269,266,33,97,820,3.55,1278,88,767,423,17031560700,560700,17031560700,10674.57623,7117590.053
South/Southwest,2,SW suburbs,9,17,31,821102,17031821102,8211.02,Census Tract 8211.02,G5020,S,1968488,0,41.7429218,-87.7492511,1038,17031821102,17,31,821102,4047,3134,101,20,104,0,582,106,1362,2032,2015,246,800,266,419,468,597,767,484,36,34.7,37.3,4044,0,3,1292,3.13,113,133,330,406,40,53,1000,3.61,1358,66,1053,239,17031821102,821102,17031821102,21211.82739,21188716.04
South/Southwest,2,SW suburbs,10,17,31,822400,17031822400,8224,Census Tract 8224,G5020,S,2375946,0,41.7229679,-87.7884641,1054,17031822400,17,31,822400,6226,5399,244,16,108,1,293,165,801,3113,3113,459,1104,327,748,814,847,1191,736,35.3,34.3,36.7,6226,0,0,2219,2.81,236,279,560,631,43,106,1607,3.36,2334,115,1697,522,17031822400,822400,17031822400,32674.10152,25574403.55
South/Southwest,3,S. Chicago,1,17,31,530501,17031530501,5305.01,Census Tract 5305.01,G5020,S,1296494,0,41.674278,-87.632166,510,17031530501,17,31,530501,5402,26,5257,17,3,0,33,66,70,2495,2907,414,1215,381,498,632,631,995,636,33,30.2,35.4,5332,0,70,1611,3.31,149,197,138,307,33,296,1197,3.88,2048,437,937,674,17031530501,530501,17031530501,15824.23375,13955738.99
South/Southwest,3,S. Chicago,2,17,31,843800,17031843800,8438,Census Tract 8438,G5020,S,1309515,0,41.8016566,-87.6404756,1314,17031843800,17,31,843800,2110,616,1119,23,110,0,198,44,380,999,1111,145,466,171,204,324,240,353,207,32,32.3,31.3,2110,0,0,651,3.24,64,82,95,108,27,93,468,3.88,879,228,300,351,17031843800,843800,17031843800,15935.89492,14095878.12
South/Southwest,3,S. Chicago,3,17,31,842400,17031842400,8424,Census Tract 8424,G5020,S,1968640,0,41.7424748,-87.63004,1301,17031842400,17,31,842400,3304,31,3195,7,8,0,15,48,40,1519,1785,154,571,163,278,394,450,646,648,42.2,38.7,46.4,3304,0,0,1299,2.54,179,247,81,237,31,139,830,3.25,1434,135,799,500,17031842400,842400,17031842400,22777.47789,21190885.73
South/Southwest,3,S. Chicago,4,17,31,841800,17031841800,8418,Census Tract 8418,G5020,S,1643121,0,41.7663063,-87.5994213,1295,17031841800,17,31,841800,2505,37,2408,7,0,2,22,29,40,1108,1397,195,583,147,232,347,298,405,298,33.1,29.3,35.6,2499,6,0,898,2.78,117,151,63,88,33,190,586,3.49,1187,289,398,500,17031841800,841800,17031841800,18221.95593,17687033.35
South/Southwest,3,S. Chicago,5,17,31,842500,17031842500,8425,Census Tract 8425,G5020,S,1075342,0,41.7769505,-87.6232157,1302,17031842500,17,31,842500,2451,7,2413,5,7,0,1,18,20,962,1489,406,767,159,380,252,181,197,109,19.4,13.1,23.4,2446,0,5,819,2.99,53,76,32,33,11,485,665,3.3,892,73,89,730,17031842500,842500,17031842500,15686.83787,11575256.85
South/Southwest,3,S. Chicago,6,17,31,834900,17031834900,8349,Census Tract 8349,G5020,S,652721,0,41.772294,-87.6567344,1241,17031834900,17,31,834900,2272,18,2208,17,1,0,5,23,19,1048,1224,166,536,148,234,235,266,349,338,32.5,27.9,35.8,2240,0,32,790,2.84,113,169,32,78,16,184,471,3.78,1028,238,214,576,17031834900,834900,17031834900,13218.41038,7025989.506
South/Southwest,3,S. Chicago,7,17,31,835000,17031835000,8350,Census Tract 8350,G5020,S,1004080,0,41.7828495,-87.6860492,1242,17031835000,17,31,835000,5778,891,3656,12,18,0,1095,106,1998,2757,3021,515,1371,414,687,760,704,857,470,28.9,28,29.7,5773,0,5,1669,3.46,200,216,266,244,51,296,1188,4.18,2229,560,634,1035,17031835000,835000,17031835000,13453.80091,10807992.25
South/Southwest,3,S. Chicago,8,17,31,834700,17031834700,8347,Census Tract 8347,G5020,S,657991,0,41.7906903,-87.6450334,1239,17031834700,17,31,834700,2078,18,2008,11,1,0,21,19,41,936,1142,171,466,166,198,239,258,348,232,31.5,29.9,32.8,2071,0,7,635,3.26,59,72,52,65,21,140,472,3.78,1105,470,193,442,17031834700,834700,17031834700,10652.91277,7082754.242
South/Southwest,3,S. Chicago,9,17,31,834800,17031834800,8348,Census Tract 8348,G5020,S,600485,0,41.7836302,-87.6450879,1240,17031834800,17,31,834800,1953,8,1905,5,1,0,1,33,21,886,1067,133,380,136,208,240,219,343,294,35.3,30.6,38.9,1940,0,13,733,2.65,119,152,26,82,15,128,430,3.53,1044,311,206,527,17031834800,834800,17031834800,11232.90834,6463704.977
South/Southwest,3,S. Chicago,10,17,31,730202,17031730202,7302.02,Census Tract 7302.02,G5020,S,876174,0,41.7264114,-87.6485415,665,17031730202,17,31,730202,3115,16,3058,2,3,0,7,29,21,1404,1711,132,545,177,215,339,410,605,692,43.9,39.6,47.8,2926,189,0,1027,2.85,84,160,91,192,28,124,753,3.35,1111,84,788,239,17031730202,730202,17031730202,14916.88744,9431260.108
South/Southwest,3,S. Chicago,11,17,31,430101,17031430101,4301.01,Census Tract 4301.01,G5020,S,329504,0,41.7698264,-87.5739529,442,17031430101,17,31,430101,3689,36,3591,2,8,1,11,40,29,1611,2078,262,736,242,470,499,512,667,301,32.4,28.4,36,3689,0,0,1609,2.29,269,346,79,136,29,341,889,3.08,2044,435,298,1311,17031430101,430101,17031430101,7990.326347,3546919.147
South/Southwest,3,S. Chicago,12,17,31,834000,17031834000,8340,Census Tract 8340,G5020,S,988763,0,41.7275358,-87.6294984,1233,17031834000,17,31,834000,3632,18,3569,2,1,0,9,33,54,1551,2081,242,835,279,332,456,482,595,411,32.9,26.8,37.5,3602,0,30,1255,2.87,109,187,71,125,27,305,914,3.38,1488,233,238,1017,17031834000,834000,17031834000,17585.28736,10643276
South/Southwest,3,S. Chicago,13,17,31,834200,17031834200,8342,Census Tract 8342,G5020,S,975449,0,41.7555676,-87.5836069,1234,17031834200,17,31,834200,4944,41,4809,15,16,0,12,51,93,2144,2800,308,888,260,502,593,678,1023,692,39.1,36,41.4,4924,0,20,2041,2.41,299,401,122,251,49,333,1241,3.11,2481,440,693,1348,17031834200,834200,17031834200,14414.76887,10500077.33
South/Southwest,3,S. Chicago,14,17,31,834400,17031834400,8344,Census Tract 8344,G5020,S,585567,0,41.7769448,-87.5963097,1236,17031834400,17,31,834400,3772,185,3415,10,22,0,25,115,88,1657,2115,277,750,175,405,627,521,647,370,34.8,33.1,36.1,3626,0,146,1551,2.34,260,324,146,173,36,293,881,3.14,1886,335,617,934,17031834400,834400,17031834400,10359.85013,6303254.642
South/Southwest,3,S. Chicago,15,17,31,440202,17031440202,4402.02,Census Tract 4402.02,G5020,S,781697,0,41.7409599,-87.609762,459,17031440202,17,31,440202,2999,12,2923,7,4,0,3,50,23,1200,1799,125,364,133,225,255,363,699,835,50.6,45.8,53.6,2999,0,0,1579,1.9,252,600,72,199,21,117,671,2.93,1762,183,620,959,17031440202,440202,17031440202,13973.11471,8414429.289
South/Southwest,3,S. Chicago,16,17,31,440102,17031440102,4401.02,Census Tract 4401.02,G5020,S,627506,0,41.7409356,-87.6011636,457,17031440102,17,31,440102,3127,11,3070,13,1,0,2,30,26,1349,1778,202,498,167,385,393,454,669,359,38,34.9,40.1,3127,0,0,1500,2.08,274,406,66,129,29,227,710,2.97,1987,487,266,1234,17031440102,440102,17031440102,11619.27316,6754652.441
South/Southwest,3,S. Chicago,17,17,31,430102,17031430102,4301.02,Census Tract 4301.02,G5020,S,456691,542570,41.7689534,-87.5638136,443,17031430102,17,31,430102,2963,49,2827,10,9,0,20,48,50,1293,1670,165,334,114,382,423,445,632,468,41.2,41.3,41,2953,0,10,1814,1.63,514,653,69,98,20,177,564,2.78,1985,171,321,1493,17031430102,430102,17031430102,15705.14367,10756479.69
South/Southwest,3,S. Chicago,18,17,31,835800,17031835800,8358,Census Tract 8358,G5020,S,284425,0,41.8130462,-87.6187192,1248,17031835800,17,31,835800,1576,42,1481,7,2,0,4,40,30,702,874,108,307,90,188,302,247,249,85,33,29.9,35.4,1576,0,0,654,2.41,94,140,59,65,14,134,374,3.17,824,170,237,417,17031835800,835800,17031835800,9132.967356,3061618.43
South/Southwest,3,S. Chicago,19,17,31,835900,17031835900,8359,Census Tract 8359,G5020,S,647444,0,41.8201664,-87.6214989,1249,17031835900,17,31,835900,3271,53,3135,1,7,0,16,59,54,1387,1884,253,627,188,372,482,386,488,475,33.6,30.6,36.3,3251,0,20,1496,2.17,281,430,74,107,25,260,709,3.23,1755,259,316,1180,17031835900,835900,17031835900,10555.21315,6969245.947
South/Southwest,3,S. Chicago,20,17,31,834500,17031834500,8345,Census Tract 8345,G5020,S,464133,0,41.786032,-87.6253618,1237,17031834500,17,31,834500,1475,9,1447,1,0,0,0,18,12,656,819,122,381,117,174,203,199,197,82,27.7,23.1,29.7,1475,0,0,499,2.96,67,69,24,44,15,142,344,3.6,692,193,127,372,17031834500,834500,17031834500,15175.23403,4996051.648
South/Southwest,3,S. Chicago,21,17,31,843600,17031843600,8436,Census Tract 8436,G5020,S,410894,0,41.8067653,-87.6089488,1312,17031843600,17,31,843600,2807,65,2653,3,10,0,5,71,47,1208,1599,228,547,152,303,446,381,480,270,35.1,31.1,36.3,2807,0,0,1169,2.4,174,252,103,100,22,236,679,3.18,1409,240,330,839,17031843600,843600,17031843600,9303.496819,4422972.133
South/Southwest,3,S. Chicago,22,17,31,834600,17031834600,8346,Census Tract 8346,G5020,S,1562247,0,41.7872465,-87.6343057,1238,17031834600,17,31,834600,3778,35,3692,2,0,0,15,34,47,1771,2007,254,893,296,378,414,486,647,410,31.2,28.7,33.8,3736,0,42,1197,3.12,158,198,71,114,31,230,770,3.97,1622,425,429,768,17031834600,834600,17031834600,17285.29078,16816260.76
South/Southwest,3,S. Chicago,23,17,31,836100,17031836100,8361,Census Tract 8361,G5020,S,860471,0,41.7998052,-87.6186826,1251,17031836100,17,31,836100,1761,46,1688,2,4,0,1,20,21,791,970,151,449,133,223,250,201,241,113,27.9,25.1,29.4,1761,0,0,666,2.64,107,134,35,57,23,172,387,3.53,830,164,161,505,17031836100,836100,17031836100,17520.64001,9262344.141
South/Southwest,3,S. Chicago,24,17,31,836400,17031836400,8364,Census Tract 8364,G5020,S,799110,866999,41.818455,-87.5944559,1254,17031836400,17,31,836400,2979,99,2781,9,26,0,15,49,54,1251,1728,229,604,129,260,478,421,505,353,36.1,33.9,37.5,2937,0,42,1393,2.11,281,400,107,99,23,256,663,3.15,1658,265,400,993,17031836400,836400,17031836400,17860.73733,17934549.89
South/Southwest,3,S. Chicago,25,17,31,836500,17031836500,8365,Census Tract 8365,G5020,S,470861,469614,41.8259463,-87.599456,1255,17031836500,17,31,836500,1496,27,1426,7,6,0,7,23,10,637,859,146,351,88,172,229,216,212,82,29.6,24.1,31.9,1496,0,0,594,2.52,77,93,43,44,13,191,404,3.02,657,63,74,520,17031836500,836500,17031836500,14343.81497,10123562.39
South/Southwest,3,S. Chicago,26,17,31,839600,17031839600,8396,Census Tract 8396,G5020,S,326898,0,41.8274411,-87.6192495,1276,17031839600,17,31,839600,1952,90,1789,3,18,1,15,36,64,871,1081,76,258,74,145,245,267,395,492,46.3,43.6,49.3,1731,189,32,878,1.97,179,278,60,119,20,58,383,3.01,997,119,321,557,17031839600,839600,17031839600,7938.082698,3518819.916
South/Southwest,3,S. Chicago,27,17,31,835600,17031835600,8356,Census Tract 8356,G5020,S,917536,0,41.8018352,-87.6322013,1246,17031835600,17,31,835600,1199,14,1092,0,0,0,79,14,92,555,644,75,262,83,133,145,144,193,164,32.9,31,33.9,1199,0,0,431,2.78,75,82,37,38,14,60,256,3.75,550,119,137,294,17031835600,835600,17031835600,14378.8407,9876569.98
South/Southwest,3,S. Chicago,28,17,31,431302,17031431302,4313.02,Census Tract 4313.02,G5020,S,437419,0,41.7583855,-87.5627859,454,17031431302,17,31,431302,4166,54,4048,2,0,0,22,40,60,1777,2389,311,869,298,492,552,571,706,367,31.7,30,33,4161,0,5,1737,2.4,269,367,102,137,46,386,987,3.18,2298,561,223,1514,17031431302,431302,17031431302,9565.067911,4708581.795
South/Southwest,3,S. Chicago,29,17,31,440101,17031440101,4401.01,Census Tract 4401.01,G5020,S,382677,0,41.7486349,-87.6013946,456,17031440101,17,31,440101,3746,21,3657,4,0,1,25,38,46,1645,2101,309,639,226,513,468,492,754,345,33.7,30.9,36,3710,0,36,1669,2.22,278,397,70,118,48,309,857,3.04,2424,755,191,1478,17031440101,440101,17031440101,8599.149909,4119237.158
South/Southwest,3,S. Chicago,30,17,31,835500,17031835500,8355,Census Tract 8355,G5020,S,914488,0,41.8163539,-87.6325419,1245,17031835500,17,31,835500,1677,52,1570,1,7,0,19,28,40,836,841,97,277,82,147,188,188,353,345,43.5,41,44.5,1669,0,8,743,2.25,192,157,34,68,13,92,352,3.33,983,240,207,536,17031835500,835500,17031835500,14726.42329,9843773.602
South/Southwest,3,S. Chicago,31,17,31,839500,17031839500,8395,Census Tract 8395,G5020,S,262522,0,41.8340974,-87.6192895,1275,17031839500,17,31,839500,1545,171,1257,5,79,0,10,23,23,710,835,49,130,61,259,118,141,315,472,50.7,49,52.4,1369,0,176,783,1.75,206,275,43,95,8,30,267,2.92,938,155,269,514,17031839500,839500,17031839500,7948.683177,2825830.108
South/Southwest,3,S. Chicago,32,17,31,730201,17031730201,7302.01,Census Tract 7302.01,G5020,S,999817,0,41.7268301,-87.6579114,664,17031730201,17,31,730201,5941,14,5845,6,2,0,5,69,39,2519,3422,350,1007,370,565,685,809,1154,1001,39.9,36.8,42.6,5938,0,3,2350,2.53,278,491,147,352,44,333,1468,3.25,2642,292,1003,1347,17031730201,730201,17031730201,13679.4739,10762215.43
South/Southwest,3,S. Chicago,33,17,31,490902,17031490902,4909.02,Census Tract 4909.02,G5020,S,1196061,0,41.7032801,-87.6153262,488,17031490902,17,31,490902,5086,14,5029,8,2,0,7,26,38,2275,2811,288,949,275,379,562,658,1015,960,41.3,39,44,5086,0,0,1910,2.66,239,371,149,360,40,257,1244,3.36,2120,210,1169,741,17031490902,490902,17031490902,17843.5185,12874808.37
South/Southwest,3,S. Chicago,34,17,31,490901,17031490901,4909.01,Census Tract 4909.01,G5020,S,845443,0,41.6960582,-87.6162677,487,17031490901,17,31,490901,3891,21,3806,5,2,0,4,53,34,1749,2142,284,682,230,378,466,500,799,552,38.3,36,39.1,3796,0,95,1535,2.47,231,301,71,215,42,253,930,3.21,1798,263,522,1013,17031490901,490901,17031490901,14110.40326,9100557.888
South/Southwest,3,S. Chicago,35,17,31,491400,17031491400,4914,Census Tract 4914,G5020,S,829879,0,41.6891232,-87.6168215,493,17031491400,17,31,491400,2931,16,2863,7,0,1,5,39,40,1316,1615,239,612,176,309,363,391,562,279,33.2,32.9,33.3,2904,0,27,1085,2.68,153,189,65,115,22,230,665,3.45,1506,421,272,813,17031491400,491400,17031491400,12113.53011,8933024.465
South/Southwest,3,S. Chicago,36,17,31,500200,17031500200,5002,Census Tract 5002,G5020,S,2044082,0,41.7008558,-87.6003024,495,17031500200,17,31,500200,2015,19,1944,4,2,0,15,31,38,882,1133,186,484,132,225,284,219,314,171,29.3,24.9,31.6,2015,0,0,737,2.73,78,125,37,65,17,228,498,3.33,931,194,246,491,17031500200,500200,17031500200,20586.27676,22003144.25
South/Southwest,3,S. Chicago,37,17,31,530200,17031530200,5302,Census Tract 5302,G5020,S,1297344,0,41.6815612,-87.6323954,507,17031530200,17,31,530200,5152,20,5018,22,0,1,29,62,67,2352,2800,401,1196,378,469,628,656,812,612,32.2,30,33.9,5146,0,6,1505,3.42,155,161,119,230,35,300,1135,3.96,2015,510,762,743,17031530200,530200,17031530200,15830.04384,13964929.64
